panel_uid,source_record_id,source_doi,source_doi_url,figure_id,panel_id,axis,chosen_model,usable_for_downstream,confidence,raw_anchor_count,parsed_anchor_count,normalized_rmse,slope,intercept,manual_review_recommended
batch1/case71/figure_3__panel_a,batch1/case71,10.1021/jacs.2c09613,https://doi.org/10.1021/jacs.2c09613,figure_3,a,x,linear,yes,0.9809,4,4,0.0006694814303891205,1114.0,464.1,False
batch1/case71/figure_3__panel_a,batch1/case71,10.1021/jacs.2c09613,https://doi.org/10.1021/jacs.2c09613,figure_3,a,y,linear,yes,0.9757,6,6,0.0008497588072583863,-6.222857142857142,27.761904761904788,False
batch1/case71/figure_3__panel_c,batch1/case71,10.1021/jacs.2c09613,https://doi.org/10.1021/jacs.2c09613,figure_3,c,x,linear,yes,0.9836,4,4,0.0005740867721437201,1298.9999999999998,464.09999999999997,False
batch1/case71/figure_3__panel_c,batch1/case71,10.1021/jacs.2c09613,https://doi.org/10.1021/jacs.2c09613,figure_3,c,y,linear,yes,1.0,6,6,0.0,-5.9,41.0,False
batch1/case73/figure_3__panel_c,batch1/case73,10.1021/jacs.2c13418,https://doi.org/10.1021/jacs.2c13418,figure_3,c,x,linear,yes,0.9873,8,8,0.0004442590609826255,777.5595238095239,677.8333333333333,False
batch1/case73/figure_3__panel_c,batch1/case73,10.1021/jacs.2c13418,https://doi.org/10.1021/jacs.2c13418,figure_3,c,y,linear,yes,0.9915,5,5,0.00029648083068620874,-11.92,28.099999999999994,False
batch1/case74/figure_1__c,batch1/case74,10.1021/jacs.3c05287,https://doi.org/10.1021/jacs.3c05287,figure_1,c,x,linear,yes,0.975,6,6,0.000876533960389263,3011.4285714285706,623.0190476190476,False
batch1/case74/figure_1__c,batch1/case74,10.1021/jacs.3c05287,https://doi.org/10.1021/jacs.3c05287,figure_1,c,y,linear,yes,0.9831,4,4,0.0005899915507914845,-6.32,193.89999999999998,False
batch1/case74/figure_4__panel_a,batch1/case74,10.1021/jacs.3c05287,https://doi.org/10.1021/jacs.3c05287,figure_4,a,x,linear,yes,0.9891,4,4,0.0003820365417963691,1825.4999999999998,848.6999999999999,False
batch1/case74/figure_4__panel_a,batch1/case74,10.1021/jacs.3c05287,https://doi.org/10.1021/jacs.3c05287,figure_4,a,y,linear,yes,0.9636,4,4,0.0012753038962685988,-0.9043333333333333,112.15,False
batch1/case74/figure_4__panel_b_inset,batch1/case74,10.1021/jacs.3c05287,https://doi.org/10.1021/jacs.3c05287,figure_4,b_inset,x,linear,yes,0.9544,6,6,0.0015943443689838243,748.0,519.6666666666667,False
batch1/case74/figure_4__panel_b_inset,batch1/case74,10.1021/jacs.3c05287,https://doi.org/10.1021/jacs.3c05287,figure_4,b_inset,y,linear,yes,0.9159,4,4,0.0029421947072365722,-0.5053333333333333,42.30000000000001,False
batch1/case76/figure_3__panel_a,batch1/case76,10.1038/s41467-020-16769-6,https://doi.org/10.1038/s41467-020-16769-6,figure_3,a,x,linear,yes,0.9697,4,4,0.0010610656824646843,387.62711864406776,241.96610169491527,False
batch1/case76/figure_3__panel_a,batch1/case76,10.1038/s41467-020-16769-6,https://doi.org/10.1038/s41467-020-16769-6,figure_3,a,y,linear,yes,1.0,3,3,0.0,-0.385,10.0,False
batch1/case76/figure_3__panel_f,batch1/case76,10.1038/s41467-020-16769-6,https://doi.org/10.1038/s41467-020-16769-6,figure_3,f,x,linear,yes,1.0,3,3,6.72511540593159e-17,609.9999999999999,208.0,False
batch1/case76/figure_3__panel_f,batch1/case76,10.1038/s41467-020-16769-6,https://doi.org/10.1038/s41467-020-16769-6,figure_3,f,y,linear,yes,0.9506,6,6,0.0017272875101788606,-0.3062857142857143,99.39047619047619,False
batch1/case77/figure_4__panel_c,batch1/case77,10.1038/s41467-020-17121-8,https://doi.org/10.1038/s41467-020-17121-8,figure_4,c,x,linear,yes,1.0,5,5,0.0,245.0,257.0,False
batch1/case77/figure_4__panel_c,batch1/case77,10.1038/s41467-020-17121-8,https://doi.org/10.1038/s41467-020-17121-8,figure_4,c,y,linear,yes,0.9449,6,6,0.0019290145186668646,-0.13685714285714284,42.238095238095255,False
batch1/case79/figure_4__panel_d,batch1/case79,10.1038/s41467-020-18430-8,https://doi.org/10.1038/s41467-020-18430-8,figure_4,d,x,linear,yes,1.0,5,5,0.0,660.0,263.0,False
batch1/case79/figure_4__panel_d,batch1/case79,10.1038/s41467-020-18430-8,https://doi.org/10.1038/s41467-020-18430-8,figure_4,d,y,linear,yes,0.8992,4,4,0.003527234513212788,-1.47875,60.70000000000002,False
batch1/case81/figure_5__panel_a,batch1/case81,10.1038/s41467-021-20951-9,https://doi.org/10.1038/s41467-021-20951-9,figure_5,a,x,linear,yes,0.9274,6,6,0.0025405827628027984,111.52380952380952,210.87619047619046,False
batch1/case81/figure_5__panel_a,batch1/case81,10.1038/s41467-021-20951-9,https://doi.org/10.1038/s41467-021-20951-9,figure_5,a,y,linear,yes,0.9164,5,5,0.0029264072805275402,-6.906,9.760000000000005,False
batch1/case81/figure_5__panel_f,batch1/case81,10.1038/s41467-021-20951-9,https://doi.org/10.1038/s41467-021-20951-9,figure_5,f,x,linear,yes,0.9766,5,5,0.0008174644869208641,432.0,222.89999999999998,False
batch1/case81/figure_5__panel_f,batch1/case81,10.1038/s41467-021-20951-9,https://doi.org/10.1038/s41467-021-20951-9,figure_5,f,y,linear,yes,0.9466,5,5,0.0018698394983077606,-6.54,36.0,False
batch1/case82/figure_4__panel_a,batch1/case82,10.1038/s41467-021-21595-5,https://doi.org/10.1038/s41467-021-21595-5,figure_4,a,x,linear,yes,1.0,6,6,0.0,280.0,334.0,False
batch1/case82/figure_4__panel_a,batch1/case82,10.1038/s41467-021-21595-5,https://doi.org/10.1038/s41467-021-21595-5,figure_4,a,y,linear,yes,0.9615,6,6,0.0013479334206196437,-2.092857142857143,12.523809523809518,False
batch1/case82/figure_4__panel_c,batch1/case82,10.1038/s41467-021-21595-5,https://doi.org/10.1038/s41467-021-21595-5,figure_4,c,x,linear,yes,0.9671,5,5,0.0011522269164428202,668.4999999999999,334.09999999999997,False
batch1/case82/figure_4__panel_c,batch1/case82,10.1038/s41467-021-21595-5,https://doi.org/10.1038/s41467-021-21595-5,figure_4,c,y,linear,yes,0.9683,6,6,0.0011086355323079752,-2.0835714285714286,25.238095238095227,False
batch1/case84/figure_3__panel_a,batch1/case84,10.1038/s41467-021-22681-4,https://doi.org/10.1038/s41467-021-22681-4,figure_3,a,x,linear,yes,1.0,4,4,0.0,1080.0,148.0,False
batch1/case84/figure_3__panel_a,batch1/case84,10.1038/s41467-021-22681-4,https://doi.org/10.1038/s41467-021-22681-4,figure_3,a,y,linear,yes,0.9791,6,6,0.0007310266723757482,-1.6364285714285713,13.42857142857143,False
batch1/case84/figure_3__panel_g,batch1/case84,10.1038/s41467-021-22681-4,https://doi.org/10.1038/s41467-021-22681-4,figure_3,g,x,linear,yes,0.9485,4,4,0.0018032806270159465,413.99999999999994,138.7,False
batch1/case84/figure_3__panel_g,batch1/case84,10.1038/s41467-021-22681-4,https://doi.org/10.1038/s41467-021-22681-4,figure_3,g,y,linear,yes,0.9529,4,4,0.0016497667394734232,-0.553,41.8,False
batch1/case84/figure_3__panel_h,batch1/case84,10.1038/s41467-021-22681-4,https://doi.org/10.1038/s41467-021-22681-4,figure_3,h,x,linear,yes,1.0,5,5,0.0,405.0,207.0,False
batch1/case84/figure_3__panel_h,batch1/case84,10.1038/s41467-021-22681-4,https://doi.org/10.1038/s41467-021-22681-4,figure_3,h,y,linear,yes,1.0,4,4,4.645677947597236e-17,-1.14,6.000000000000014,False
batch1/case85/figure_3__panel_a,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_3,a,x,linear,yes,0.9733,5,5,0.0009349197491538849,655.0,308.2,False
batch1/case85/figure_3__panel_a,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_3,a,y,linear,yes,0.9585,6,6,0.0014521550768531624,-1.9428571428571428,28.19047619047619,False
batch1/case85/figure_3__panel_f,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_3,f,x,linear,yes,0.9733,5,5,0.0009349197491538849,655.0,334.8,False
batch1/case85/figure_3__panel_f,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_3,f,y,linear,yes,0.9456,6,6,0.00190448352884349,-1.9414285714285715,84.09523809523809,False
batch1/case85/figure_4__panel_d,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_4,d,x,linear,yes,1.0,5,5,0.0,540.0,254.0,False
batch1/case85/figure_4__panel_d,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_4,d,y,linear,yes,0.9514,4,4,0.0017010017313825356,-0.0537,13.200000000000003,False
batch1/case85/figure_4__panel_f,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_4,f,x,linear,yes,1.0,4,4,0.0,710.0,283.0,False
batch1/case85/figure_4__panel_f,batch1/case85,10.1038/s41467-021-24322-2,https://doi.org/10.1038/s41467-021-24322-2,figure_4,f,y,linear,yes,0.9596,4,4,0.001415232897151806,-0.0526,26.099999999999994,False
batch1/case87/figure_3__panel_a,batch1/case87,10.1038/s41467-021-24828-9,https://doi.org/10.1038/s41467-021-24828-9,figure_3,a,x,linear,yes,0.9607,5,5,0.0013761178330242575,445.0,219.2,False
batch1/case87/figure_3__panel_a,batch1/case87,10.1038/s41467-021-24828-9,https://doi.org/10.1038/s41467-021-24828-9,figure_3,a,y,linear,yes,0.9044,8,8,0.0033445594728422155,-0.37357142857142855,9.5,False
batch1/case87/figure_3__panel_g,batch1/case87,10.1038/s41467-021-24828-9,https://doi.org/10.1038/s41467-021-24828-9,figure_3,g,x,linear,yes,0.9563,4,4,0.001529951277947377,597.0,220.3,False
batch1/case87/figure_3__panel_g,batch1/case87,10.1038/s41467-021-24828-9,https://doi.org/10.1038/s41467-021-24828-9,figure_3,g,y,linear,yes,0.9424,6,6,0.0020173663286821492,-262.28571428571433,7.761904761904745,False
batch1/case88/figure_3__panel_a,batch1/case88,10.1038/s41467-021-25647-8,https://doi.org/10.1038/s41467-021-25647-8,figure_3,a,x,linear,yes,0.9714,6,6,0.001001041625217267,527.7142857142857,324.0952380952381,False
batch1/case88/figure_3__panel_a,batch1/case88,10.1038/s41467-021-25647-8,https://doi.org/10.1038/s41467-021-25647-8,figure_3,a,y,linear,yes,0.8941,5,5,0.0037055527248222504,-1.1008,17.0,False
batch1/case88/figure_3__panel_c,batch1/case88,10.1038/s41467-021-25647-8,https://doi.org/10.1038/s41467-021-25647-8,figure_3,c,x,linear,yes,0.8863,7,7,0.003980643152318409,447.4285714285714,326.85714285714283,False
batch1/case88/figure_3__panel_c,batch1/case88,10.1038/s41467-021-25647-8,https://doi.org/10.1038/s41467-021-25647-8,figure_3,c,y,linear,yes,0.7802,7,7,0.007694202314355557,-1.4584285714285714,29.97500000000001,False
batch1/case89/figure_2__a,batch1/case89,10.1038/s41467-022-28805-8,https://doi.org/10.1038/s41467-022-28805-8,figure_2,a,x,linear,yes,0.913,5,5,0.003043595614942334,443.59999999999997,169.10000000000002,False
batch1/case89/figure_2__a,batch1/case89,10.1038/s41467-022-28805-8,https://doi.org/10.1038/s41467-022-28805-8,figure_2,a,y,linear,yes,0.8128,5,5,0.006553091706587356,-1.8826666666666667,1.5999999999999943,False
batch1/case89/figure_3__d,batch1/case89,10.1038/s41467-022-28805-8,https://doi.org/10.1038/s41467-022-28805-8,figure_3,d,x,linear,yes,1.0,4,4,4.7369515717340015e-17,500.00000000000006,190.0,False
batch1/case89/figure_3__d,batch1/case89,10.1038/s41467-022-28805-8,https://doi.org/10.1038/s41467-022-28805-8,figure_3,d,y,linear,yes,0.9449,4,4,0.0019276448081894943,-2.5733333333333333,14.100000000000001,False
batch1/case91/figure_3__panel_a,batch1/case91,10.1038/s41467-022-28947-9,https://doi.org/10.1038/s41467-022-28947-9,figure_3,a,x,linear,yes,0.9475,5,5,0.0018366409900948764,383.99999999999994,209.8,False
batch1/case91/figure_3__panel_a,batch1/case91,10.1038/s41467-022-28947-9,https://doi.org/10.1038/s41467-022-28947-9,figure_3,a,y,linear,yes,0.8432,5,5,0.005486392169528894,-3.184,8.379999999999995,False
batch1/case92/figure_2__panel_a,batch1/case92,10.1038/s41467-022-31561-4,https://doi.org/10.1038/s41467-022-31561-4,figure_2,a,x,linear,yes,0.974,5,5,0.0009105909824473039,672.9999999999999,322.0,False
batch1/case92/figure_2__panel_a,batch1/case92,10.1038/s41467-022-31561-4,https://doi.org/10.1038/s41467-022-31561-4,figure_2,a,y,linear,yes,1.0,5,5,0.0,-0.46,17.0,False
batch1/case92/figure_5__panel_a,batch1/case92,10.1038/s41467-022-31561-4,https://doi.org/10.1038/s41467-022-31561-4,figure_5,a,x,linear,yes,0.9745,4,4,0.0008920562825816701,511.5,217.85,False
batch1/case92/figure_5__panel_a,batch1/case92,10.1038/s41467-022-31561-4,https://doi.org/10.1038/s41467-022-31561-4,figure_5,a,y,linear,yes,0.966,6,6,0.0011900168131908882,-0.2875714285714286,8.523809523809518,False
batch1/case94/figure_2__panel_a,batch1/case94,10.1038/s41467-022-33590-5,https://doi.org/10.1038/s41467-022-33590-5,figure_2,a,x,linear,yes,0.9639,6,6,0.001264792179189851,377.4285714285714,219.85714285714283,False
batch1/case94/figure_2__panel_a,batch1/case94,10.1038/s41467-022-33590-5,https://doi.org/10.1038/s41467-022-33590-5,figure_2,a,y,linear,yes,1.0,6,6,6.215954082333798e-17,-0.56,7.0,False
batch1/case94/figure_3__a,batch1/case94,10.1038/s41467-022-33590-5,https://doi.org/10.1038/s41467-022-33590-5,figure_3,a,x,linear,yes,0.9485,4,4,0.0018017189391616964,253.49999999999997,212.79999999999998,False
batch1/case94/figure_3__a,batch1/case94,10.1038/s41467-022-33590-5,https://doi.org/10.1038/s41467-022-33590-5,figure_3,a,y,linear,yes,0.9197,8,8,0.0028120798554251295,-0.09547619047619048,2.9166666666666714,False
batch1/case95/figure_2__panel_a,batch1/case95,10.1038/s41467-022-34121-y,https://doi.org/10.1038/s41467-022-34121-y,figure_2,a,x,linear,yes,0.9664,7,7,0.0011771985854733902,391.7857142857143,324.25,False
batch1/case95/figure_2__panel_a,batch1/case95,10.1038/s41467-022-34121-y,https://doi.org/10.1038/s41467-022-34121-y,figure_2,a,y,linear,yes,0.9197,6,6,0.002810782760332712,-0.07754285714285715,22.17142857142855,False
batch1/case96/figure_3__panel_a,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_3,a,x,linear,yes,0.9748,4,4,0.0008805828898796383,259.24999999999994,227.89999999999998,False
batch1/case96/figure_3__panel_a,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_3,a,y,linear,yes,0.9741,4,4,0.000905476219192752,-0.25683333333333336,23.99999999999997,False
batch1/case96/figure_3__panel_d,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_3,d,x,linear,yes,1.0,4,4,0.0,300.0,217.0,False
batch1/case96/figure_3__panel_d,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_3,d,y,linear,yes,1.0,4,4,0.0,-38.0,20.0,False
batch1/case96/figure_5__panel_b,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_5,b,x,linear,yes,1.0,4,4,0.0,340.0,244.0,False
batch1/case96/figure_5__panel_b,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_5,b,y,linear,yes,1.0,4,4,0.0,-0.25,20.0,False
batch1/case96/figure_5__panel_e,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_5,e,x,linear,yes,0.9755,5,5,0.0008564649450290833,0.3575,326.2,False
batch1/case96/figure_5__panel_e,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_5,e,y,linear,yes,0.9537,5,5,0.0016221786376047307,-0.377,18.19999999999999,False
batch1/case96/figure_5__panel_f,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_5,f,x,linear,yes,0.9755,5,5,0.0008564649450290833,0.715,344.8,False
batch1/case96/figure_5__panel_f,batch1/case96,10.1038/s41467-022-34278-6,https://doi.org/10.1038/s41467-022-34278-6,figure_5,f,y,linear,yes,0.8063,5,5,0.0067781912338000586,-0.373,28.400000000000006,False
batch1/case98/figure_5__panel_a,batch1/case98,10.1038/s41467-022-34976-1,https://doi.org/10.1038/s41467-022-34976-1,figure_5,a,x,linear,yes,0.9757,4,4,0.0008505008656912196,536.5,209.85,False
batch1/case98/figure_5__panel_a,batch1/case98,10.1038/s41467-022-34976-1,https://doi.org/10.1038/s41467-022-34976-1,figure_5,a,y,linear,yes,0.8866,4,4,0.003969004039892508,-0.4837,6.469999999999999,False
batch1/case98/figure_5__panel_c,batch1/case98,10.1038/s41467-022-34976-1,https://doi.org/10.1038/s41467-022-34976-1,figure_5,c,x,linear,yes,0.9603,4,4,0.0013888620978259759,535.9999999999999,221.89999999999998,False
batch1/case98/figure_5__panel_c,batch1/case98,10.1038/s41467-022-34976-1,https://doi.org/10.1038/s41467-022-34976-1,figure_5,c,y,linear,yes,0.9571,4,4,0.0015007167634226723,-0.496,3.0999999999999943,False
batch1/case100/figure_2__panel_a,batch1/case100,10.1038/s41467-023-36100-3,https://doi.org/10.1038/s41467-023-36100-3,figure_2,a,x,linear,yes,0.9556,5,5,0.0015540808377726319,454.00000000000006,214.8,False
batch1/case100/figure_2__panel_a,batch1/case100,10.1038/s41467-023-36100-3,https://doi.org/10.1038/s41467-023-36100-3,figure_2,a,y,linear,yes,0.9445,5,5,0.0019440394783993569,-1.575,13.299999999999997,False
batch1/case102/figure_3__panel_a,batch1/case102,10.1038/s41467-023-37530-9,https://doi.org/10.1038/s41467-023-37530-9,figure_3,a,x,linear,yes,0.9505,6,6,0.001730933546459519,131.71428571428572,312.11904761904765,False
batch1/case102/figure_3__panel_a,batch1/case102,10.1038/s41467-023-37530-9,https://doi.org/10.1038/s41467-023-37530-9,figure_3,a,y,linear,yes,0.9535,6,6,0.001629193426229319,-0.366,22.83333333333333,False
batch1/case102/figure_3__panel_c,batch1/case102,10.1038/s41467-023-37530-9,https://doi.org/10.1038/s41467-023-37530-9,figure_3,c,x,linear,yes,0.9761,7,7,0.0008348368136794952,134.52380952380952,317.2142857142857,False
batch1/case102/figure_3__panel_c,batch1/case102,10.1038/s41467-023-37530-9,https://doi.org/10.1038/s41467-023-37530-9,figure_3,c,y,linear,yes,0.9824,6,6,0.0006160972213063535,-0.38771428571428573,13.07142857142857,False
batch1/case103/figure_4__panel_a,batch1/case103,10.1038/s41467-023-40972-w,https://doi.org/10.1038/s41467-023-40972-w,figure_4,a,x,linear,yes,1.0,4,4,0.0,590.0,210.0,False
batch1/case103/figure_4__panel_a,batch1/case103,10.1038/s41467-023-40972-w,https://doi.org/10.1038/s41467-023-40972-w,figure_4,a,y,linear,yes,1.0,6,6,0.0,-1.41,13.0,False
batch1/case104/figure_3__panel_a,batch1/case104,10.1038/s41467-023-42221-6,https://doi.org/10.1038/s41467-023-42221-6,figure_3,a,x,linear,yes,1.0,5,5,0.0,470.0,218.0,False
batch1/case104/figure_3__panel_a,batch1/case104,10.1038/s41467-023-42221-6,https://doi.org/10.1038/s41467-023-42221-6,figure_3,a,y,linear,yes,0.8868,7,7,0.003961560717325801,-1.203857142857143,20.387142857142848,False
batch1/case105/figure_4__panel_b,batch1/case105,10.1038/s41586-023-06339-3,https://doi.org/10.1038/s41586-023-06339-3,figure_4,b,x,linear,yes,0.8316,3,3,0.005892556509887896,399.99999999999994,155.66666666666669,False
batch1/case105/figure_4__panel_b,batch1/case105,10.1038/s41586-023-06339-3,https://doi.org/10.1038/s41586-023-06339-3,figure_4,b,y,linear,yes,0.9301,6,6,0.0024469906394200343,-0.21628571428571428,58.0952380952381,False
batch1/case105/figure_4__panel_c,batch1/case105,10.1038/s41586-023-06339-3,https://doi.org/10.1038/s41586-023-06339-3,figure_4,c,x,linear,yes,0.9309,4,4,0.002419737986266144,309.70000000000005,182.73000000000002,False
batch1/case105/figure_4__panel_c,batch1/case105,10.1038/s41586-023-06339-3,https://doi.org/10.1038/s41586-023-06339-3,figure_4,c,y,linear,yes,1.0,5,5,0.0,-0.056,56.0,False
batch1/case106/figure_5__panel_c,batch1/case106,10.1038/s44160-021-00004-1,https://doi.org/10.1038/s44160-021-00004-1,figure_5,c,x,linear,yes,1.0,3,3,0.0,342.0,231.0,False
batch1/case106/figure_5__panel_c,batch1/case106,10.1038/s44160-021-00004-1,https://doi.org/10.1038/s44160-021-00004-1,figure_5,c,y,linear,yes,1.0,3,3,3.521305062333279e-17,-194.16666666666666,21.000000000000014,False
batch1/case107/figure_4__panel_A,batch1/case107,10.1126/sciadv.abg2580,https://doi.org/10.1126/sciadv.abg2580,figure_4,a,x,linear,yes,1.0,6,6,8.004527605108818e-17,409.99999999999994,640.0,False
batch1/case107/figure_4__panel_A,batch1/case107,10.1126/sciadv.abg2580,https://doi.org/10.1126/sciadv.abg2580,figure_4,a,y,linear,yes,1.0,4,4,0.0,-6.0,37.0,False
batch1/case107/figure_4a__panel_A,batch1/case107,10.1126/sciadv.abg2580,https://doi.org/10.1126/sciadv.abg2580,figure_4a,a,x,linear,yes,1.0,6,6,8.004527605108818e-17,409.99999999999994,640.0,False
batch1/case107/figure_4a__panel_A,batch1/case107,10.1126/sciadv.abg2580,https://doi.org/10.1126/sciadv.abg2580,figure_4a,a,y,linear,yes,0.9824,4,4,0.0006176983363259352,-6.03,36.099999999999994,False
batch1/case108/figure_2__panel_D,batch1/case108,10.1126/sciadv.abl9271,https://doi.org/10.1126/sciadv.abl9271,figure_2,d,x,linear,yes,0.958,7,7,0.0014704754001937641,1639.142857142857,862.9285714285714,False
batch1/case108/figure_2__panel_D,batch1/case108,10.1126/sciadv.abl9271,https://doi.org/10.1126/sciadv.abl9271,figure_2,d,y,linear,yes,0.9815,5,5,0.0006491921010175234,-9.0584,85.16000000000003,False
batch1/case108/figure_2a__panel_D,batch1/case108,10.1126/sciadv.abl9271,https://doi.org/10.1126/sciadv.abl9271,figure_2a,d,x,linear,yes,0.9873,7,7,0.00044622723972124675,1639.8214285714284,864.125,False
batch1/case108/figure_2a__panel_D,batch1/case108,10.1126/sciadv.abl9271,https://doi.org/10.1126/sciadv.abl9271,figure_2a,d,y,linear,yes,0.9829,5,5,0.0005998222248040049,-9.058,120.10000000000002,False
batch1/case109/figure_3__panel_a,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,a,x,linear,yes,1.0,7,7,0.0,480.0,352.5,False
batch1/case109/figure_3__panel_a,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,a,y,linear,yes,0.9824,6,6,0.0006174649277040965,-4.281428571428571,14.880952380952394,False
batch1/case109/figure_3__panel_c,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,c,x,linear,yes,0.9775,4,4,0.000787347879401312,945.9999999999999,391.9,False
batch1/case109/figure_3__panel_c,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,c,y,linear,yes,1.0,4,4,0.0,-0.037,7.0,False
batch1/case109/figure_3__panel_d,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,d,x,linear,yes,1.0,4,4,0.0,1860.0,344.0,False
batch1/case109/figure_3__panel_d,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,d,y,linear,yes,0.9703,4,4,0.001040031617441748,-7.16,12.099999999999994,False
batch1/case109/figure_3__panel_e,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,e,x,linear,yes,0.9572,4,4,0.0014993907285557398,1861.9999999999998,371.4,False
batch1/case109/figure_3__panel_e,batch1/case109,10.1002/anie.202014411,https://doi.org/10.1002/anie.202014411,figure_3,e,y,linear,yes,1.0,4,4,0.0,-7.2,23.0,False
batch2/case6/figure_4__a,batch2/case6,10.1002/adfm.201403633,https://doi.org/10.1002/adfm.201403633,figure_4,a,x,linear,yes,0.9625,7,7,0.0013139431853895491,1275.7857142857142,406.06428571428575,False
batch2/case6/figure_4__a,batch2/case6,10.1002/adfm.201403633,https://doi.org/10.1002/adfm.201403633,figure_4,a,y,linear,yes,0.9562,6,6,0.0015313850090784618,-2.8084285714285713,40.86190476190475,False
batch2/case6/figure_4__c,batch2/case6,10.1002/adfm.201403633,https://doi.org/10.1002/adfm.201403633,figure_4,c,x,linear,yes,0.9792,7,7,0.0007280043883848114,1267.8571428571427,415.92857142857144,False
batch2/case6/figure_4__c,batch2/case6,10.1002/adfm.201403633,https://doi.org/10.1002/adfm.201403633,figure_4,c,y,linear,yes,0.9914,6,6,0.0003021645529955397,-2.797857142857143,40.157142857142844,False
batch2/case6/figure_6__panel_1,batch2/case6,10.1002/adfm.201403633,https://doi.org/10.1002/adfm.201403633,figure_6,1,x,linear,yes,0.9593,5,5,0.001424121943478592,1720.0,487.6,False
batch2/case6/figure_6__panel_1,batch2/case6,10.1002/adfm.201403633,https://doi.org/10.1002/adfm.201403633,figure_6,1,y,linear,yes,0.9784,6,6,0.0007572349256657944,-3.4885714285714284,13.23809523809524,False
batch2/case7/figure_4__panel_B,batch2/case7,10.1002/adfm.201404250,https://doi.org/10.1002/adfm.201404250,figure_4,b,x,linear,yes,0.9824,5,5,0.0006174352123389142,757.4999999999999,309.2,False
batch2/case7/figure_4__panel_B,batch2/case7,10.1002/adfm.201404250,https://doi.org/10.1002/adfm.201404250,figure_4,b,y,linear,yes,0.979,7,7,0.0007337591411215025,-1.5053571428571428,13.517857142857139,False
batch2/case9/figure_4__panel_c,batch2/case9,10.1002/adfm.201502217,https://doi.org/10.1002/adfm.201502217,figure_4,c,x,linear,yes,1.0,4,4,0.0,1320.0,479.0,False
batch2/case9/figure_4__panel_c,batch2/case9,10.1002/adfm.201502217,https://doi.org/10.1002/adfm.201502217,figure_4,c,y,linear,yes,0.9676,6,6,0.001134583455603629,-10.857142857142858,80.57142857142857,False
batch2/case9/figure_4__panel_f,batch2/case9,10.1002/adfm.201502217,https://doi.org/10.1002/adfm.201502217,figure_4,f,x,linear,yes,0.9802,5,5,0.0006919462550235228,442.5,444.7,False
batch2/case9/figure_4__panel_f,batch2/case9,10.1002/adfm.201502217,https://doi.org/10.1002/adfm.201502217,figure_4,f,y,linear,yes,1.0,5,5,0.0,-14.8,32.0,False
batch2/case10/figure_4__panel_a,batch2/case10,10.1002/adfm.201502479,https://doi.org/10.1002/adfm.201502479,figure_4,a,x,linear,yes,0.9812,6,6,0.000658528159412889,725.4285714285714,406.3142857142857,False
batch2/case10/figure_4__panel_a,batch2/case10,10.1002/adfm.201502479,https://doi.org/10.1002/adfm.201502479,figure_4,a,y,linear,yes,1.0,6,6,3.3488329776475666e-17,-4.9,32.999999999999986,False
batch2/case12/figure_7__panel_A,batch2/case12,10.1002/adfm.201505302,https://doi.org/10.1002/adfm.201505302,figure_7,a,x,linear,yes,1.0,3,3,8.918087820909281e-17,613.3333333333333,466.0,False
batch2/case12/figure_7__panel_A,batch2/case12,10.1002/adfm.201505302,https://doi.org/10.1002/adfm.201505302,figure_7,a,y,linear,yes,0.991,3,3,0.000316532944207086,-1.3313815789473686,19.652631578947336,False
